n0,g3,g47
n1,g61,g18
n2,g25,g66
n3,g10,g19
n4,g46,g28
n5,g19,g31
n6,g51,g89
n7,g95,g32
n8,g95,g17
n9,g59,g49
n10,g57,g78
n11,g31,g50
n12,g75,g61
n13,g85,g92
n14,g93,g7
n15,g85,g57
n16,g63,g51
n17,g65,g73
n18,g29,g51
n19,g23,g89
n20,g68,g2
n21,g77,g22
n22,g87,g81
n23,g55,g17
n24,g50,g15
n25,g51,g27
n26,g44,g78
n27,g16,g88
n28,g36,g92
n29,g48,g97
n30,g9,g52
n31,g18,g46
n32,g5,g2
n33,g60,g46
n34,g59,g15
n35,g89,g72
n36,g23,g84
n37,g69,g35
n38,g71,g8
n39,g18,g13
n40,g79,g5
n41,g60,g88
n42,g21,g11
n43,g90,g37
n44,g24,g39
n45,g36,g16
n46,g72,g46
n47,g61,g46
n48,g42,g91
n49,g12,g37
n50,g81,g33
n51,g44,g74
n52,g56,g93
n53,g29,g44
n54,g67,g27
n55,g72,g32
n56,g95,g90
n57,g22,g38
