n0,g26,g41
n1,g3,g53
n2,g10,g89
n3,g44,g65
n4,g81,g24
n5,g5,g69
n6,g33,g5
n7,g35,g45
n8,g55,g49
n9,g85,g97
n10,g78,g95
n11,g62,g92
n12,g2,g42
n13,g65,g88
n14,g93,g94
n15,g30,g23
n16,g67,g65
n17,g11,g94
n18,g40,g37
n19,g45,g57
n20,g68,g59
n21,g85,g86
n22,g92,g76
n23,g94,g70
n24,g72,g78
n25,g57,g49
n26,g7,g69
n27,g66,g19
n28,g36,g3
n29,g58,g83
n30,g40,g62
n31,g69,g96
n32,g36,g46
n33,g34,g1
n34,g21,g33
n35,g96,g86
n36,g42,g53
n37,g9,g29
n38,g58,g91
n39,g13,g37
n40,g88,g12
n41,g46,g8
n42,g56,g2
n43,g53,g64
