n70,g44,g29
n65,g60,g22
n6,g31,g61
n35,g17,g53
n4,g34,g96
n32,g30,g79
n72,g83,g93
n74,g52,g37
n26,g80,g66
n21,g66,g37
n60,g4,g75
n20,g46,g11
n73,g24,g30
n51,g98,g83
n69,g10,g4
n71,g51,g62
n28,g20,g45
n77,g51,g43
n14,g39,g41
n45,g91,g85
n39,g68,g60
n5,g49,g85
n23,g86,g36
n24,g79,g68
n54,g76,g84
n16,g74,g76
n17,g52,g38
n18,g41,g38
n63,g89,g91
n9,g92,g93
n25,g18,g69
n30,g92,g36
n31,g91,g4
n10,g4,g12
n43,g26,g61
n68,g18,g54
n34,g79,g82
n8,g38,g40
n79,g96,g0
n53,g75,g58
n55,g0,g59
n38,g67,g40
n33,g58,g28
n62,g20,g14
n11,g12,g79
n27,g47,g42
n50,g41,g44
n44,g13,g45
n12,g61,g64
n67,g2,g89
n75,g51,g4
n80,g54,g95
n0,g84,g99
n22,g68,g55
n58,g18,g25
n36,g16,g32
n42,g51,g57
n61,g57,g53
n78,g19,g28
n3,g37,g27
n29,g9,g69
n47,g31,g43
n49,g54,g50
n52,g79,g41
n59,g61,g35
n57,g74,g56
n66,g94,g74
n37,g91,g11
n13,g12,g53
n40,g33,g43
n19,g12,g18
n46,g22,g2
n7,g1,g62
n15,g72,g30
n48,g98,g49
n41,g86,g7
n76,g3,g71
n64,g91,g33
n56,g24,g80
n2,g8,g81
n1,g74,g92
