n0,g38,g86
n1,g53,g45
n2,g70,g6
n3,g58,g77
n4,g57,g29
n5,g14,g52
n6,g69,g8
n7,g3,g33
n8,g32,g13
n9,g44,g46
n10,g30,g87
n11,g39,g72
n12,g46,g42
n13,g60,g31
n14,g21,g88
n15,g69,g70
n16,g1,g28
n17,g81,g14
n18,g9,g98
n19,g56,g90
n20,g15,g79
n21,g4,g66
n22,g59,g45
n23,g63,g57
n24,g7,g4
n25,g97,g9
n26,g66,g73
n27,g58,g82
n28,g94,g33
n29,g12,g36
n30,g29,g81
n31,g94,g49
n32,g10,g71
n33,g56,g42
n34,g4,g29
n35,g44,g50
n36,g51,g8
n37,g53,g6
n38,g47,g15
n39,g48,g70
n40,g73,g81
n41,g60,g30
n42,g53,g77
n43,g7,g63
n44,g52,g61
n45,g5,g28
n46,g93,g3
n47,g11,g23
n48,g43,g24
