n70,g21,g79
n65,g26,g92
n6,g22,g89
n35,g83,g92
n4,g29,g40
n32,g70,g33
n72,g14,g91
n26,g72,g29
n21,g9,g97
n60,g49,g11
n20,g47,g75
n51,g69,g74
n69,g82,g84
n71,g93,g63
n28,g47,g94
n14,g97,g88
n45,g30,g6
n39,g93,g54
n5,g90,g3
n23,g76,g73
n24,g0,g90
n54,g11,g2
n16,g46,g65
n17,g63,g67
n18,g41,g87
n63,g69,g26
n9,g6,g13
n25,g96,g31
n30,g87,g32
n31,g19,g94
n10,g53,g56
n43,g16,g80
n68,g29,g13
n34,g59,g16
n8,g26,g2
n53,g97,g50
n55,g93,g21
n38,g5,g21
n33,g37,g0
n62,g63,g13
n11,g64,g86
n27,g81,g44
n50,g8,g77
n44,g43,g92
n12,g27,g34
n67,g86,g43
n0,g47,g22
n22,g41,g51
n58,g64,g60
n36,g3,g37
n42,g37,g19
n61,g62,g38
n3,g61,g99
n29,g38,g75
n47,g40,g73
n49,g65,g19
n52,g60,g56
n59,g10,g98
n57,g60,g87
n66,g36,g18
n37,g8,g59
n13,g10,g5
n40,g30,g28
n19,g87,g90
n46,g55,g93
n7,g51,g43
n15,g3,g29
n48,g60,g21
n41,g59,g86
n64,g90,g66
n56,g58,g92
n2,g91,g87
n1,g9,g5
