n0,g48,g60
n1,g83,g1
n2,g90,g42
n3,g69,g36
n4,g26,g12
n5,g57,g86
n6,g24,g43
n7,g16,g25
n8,g50,g61
n9,g23,g21
n10,g27,g38
n11,g15,g4
n12,g38,g86
n13,g87,g35
n14,g10,g22
n15,g70,g21
n16,g74,g83
n17,g21,g8
n18,g49,g96
n19,g21,g81
n20,g58,g76
n21,g2,g44
n22,g12,g33
n23,g41,g23
n24,g67,g59
n25,g74,g36
n26,g3,g38
n27,g53,g55
n28,g5,g10
n29,g19,g58
n30,g19,g33
n31,g99,g72
n32,g63,g61
n33,g80,g93
n34,g59,g40
n35,g39,g72
n36,g76,g55
n37,g29,g54
n38,g35,g77
n39,g15,g49
n40,g56,g1
n41,g93,g2
n42,g88,g84
n43,g75,g80
n44,g62,g32
n45,g55,g4
n46,g18,g98
n47,g6,g30
n48,g19,g74
n49,g58,g12
n50,g69,g43
