n0,g27,g18
n1,g10,g48
n2,g81,g25
n3,g47,g83
n4,g61,g25
n5,g82,g71
n6,g65,g83
n7,g60,g79
n8,g10,g73
n9,g33,g37
n10,g41,g23
n11,g82,g58
n12,g9,g93
n13,g43,g14
n14,g17,g52
n15,g20,g35
n16,g12,g68
n17,g32,g66
n18,g93,g87
n19,g74,g3
n20,g35,g19
n21,g86,g88
n22,g73,g30
n23,g48,g4
n24,g40,g4
n25,g68,g15
n26,g81,g83
n27,g45,g3
n28,g22,g30
n29,g78,g50
n30,g84,g9
n31,g31,g9
n32,g93,g98
n33,g80,g3
n34,g90,g84
n35,g49,g93
n36,g36,g10
n37,g16,g29
n38,g90,g16
n39,g78,g75
n40,g16,g62
n41,g96,g20
n42,g91,g63
n43,g84,g72
n44,g96,g31
