n0,g27,g8
n1,g97,g81
n2,g99,g57
n3,g13,g84
n4,g67,g12
n5,g46,g15
n6,g81,g46
n7,g54,g45
n8,g83,g76
n9,g44,g32
n10,g87,g10
n11,g31,g40
n12,g72,g96
n13,g58,g44
n14,g32,g69
n15,g68,g44
n16,g61,g29
n17,g18,g36
n18,g43,g32
n19,g24,g1
n20,g40,g81
n21,g18,g69
n22,g66,g23
n23,g94,g74
n24,g99,g3
n25,g12,g2
n26,g76,g49
n27,g87,g12
n28,g72,g77
n29,g98,g24
n30,g35,g92
n31,g48,g27
n32,g8,g14
n33,g98,g33
n34,g61,g66
n35,g9,g86
n36,g47,g42
n37,g18,g37
n38,g69,g99
n39,g93,g22
n40,g18,g20
n41,g84,g74
n42,g48,g43
n43,g9,g33
n44,g82,g15
n45,g2,g72
n46,g88,g47
n47,g24,g25
n48,g13,g0
n49,g54,g3
n50,g22,g48
n51,g73,g95
n52,g30,g50
n53,g39,g44
n54,g21,g77
n55,g84,g36
n56,g51,g63
n57,g32,g17
n58,g30,g75
n59,g10,g63
