n0,g32,g85
n1,g84,g35
n2,g48,g20
n3,g39,g44
n4,g47,g90
n5,g1,g38
n6,g64,g10
n7,g41,g67
n8,g81,g96
n9,g7,g39
n10,g41,g5
n11,g94,g79
n12,g84,g15
n13,g13,g96
n14,g7,g72
n15,g6,g17
n16,g10,g45
n17,g68,g64
n18,g94,g86
n19,g6,g12
n20,g88,g29
n21,g65,g97
n22,g78,g92
n23,g7,g79
n24,g80,g97
n25,g77,g70
n26,g69,g3
n27,g34,g3
n28,g73,g40
n29,g89,g13
n30,g23,g29
n31,g2,g52
n32,g12,g11
n33,g21,g87
n34,g8,g87
n35,g37,g66
n36,g97,g0
n37,g8,g50
n38,g94,g44
n39,g62,g34
n40,g9,g24
n41,g8,g0
n42,g67,g34
n43,g80,g62
n44,g75,g69
n45,g85,g7
n46,g27,g8
n47,g6,g59
n48,g20,g80
n49,g25,g69
n50,g65,g59
n51,g97,g20
