n0,g91,g44
n1,g8,g55
n2,g66,g21
n3,g81,g22
n4,g61,g4
n5,g22,g24
n6,g86,g45
n7,g9,g15
n8,g54,g87
n9,g60,g76
n10,g71,g92
n11,g14,g97
n12,g19,g62
n13,g50,g80
n14,g64,g95
n15,g17,g86
n16,g33,g30
n17,g84,g13
n18,g19,g33
n19,g19,g89
n20,g51,g24
n21,g29,g99
n22,g26,g56
n23,g11,g10
n24,g32,g63
n25,g48,g60
n26,g5,g61
n27,g72,g78
n28,g57,g18
n29,g53,g39
n30,g86,g7
n31,g90,g78
n32,g2,g49
n33,g38,g47
n34,g39,g12
n35,g62,g47
n36,g54,g27
n37,g55,g47
n38,g51,g99
n39,g56,g41
n40,g1,g5
n41,g78,g31
n42,g53,g79
n43,g31,g59
n44,g23,g98
n45,g18,g42
n46,g27,g39
n47,g46,g39
n48,g80,g19
n49,g5,g92
n50,g21,g12
n51,g7,g96
n52,g21,g69
n53,g31,g7
n54,g5,g50
n55,g48,g11
n56,g68,g61
n57,g35,g29
n58,g16,g99
n59,g60,g84
n60,g66,g51
n61,g71,g47
n62,g64,g65
n63,g19,g88
n64,g51,g23
n65,g30,g9
n66,g93,g1
