n70,g74,g24
n6,g92,g84
n4,g68,g22
n22,g75,g98
n21,g32,g53
n60,g31,g73
n79,g19,g78
n74,g96,g77
n69,g36,g43
n28,g69,g29
n14,g96,g56
n45,g9,g99
n5,g69,g87
n23,g20,g9
n24,g31,g72
n17,g79,g25
n54,g49,g23
n77,g35,g70
n63,g85,g74
n9,g5,g14
n25,g6,g21
n10,g20,g79
n68,g39,g63
n34,g11,g48
n72,g42,g10
n73,g86,g36
n55,g46,g85
n44,g32,g50
n16,g84,g0
n80,g64,g30
n81,g15,g4
n75,g13,g79
n66,g32,g47
n47,g72,g66
n52,g35,g8
n59,g56,g99
n57,g86,g82
n71,g43,g33
n37,g93,g88
n31,g41,g37
n19,g64,g25
n46,g13,g59
n65,g71,g21
n85,g11,g7
n1,g90,g61
n84,g52,g44
n32,g19,g61
n26,g34,g10
n20,g60,g45
n53,g31,g47
n56,g65,g38
n76,g57,g79
n38,g13,g34
n13,g14,g11
n67,g83,g52
n41,g96,g63
n18,g32,g26
n11,g43,g35
n30,g70,g63
n35,g18,g33
n8,g41,g62
n83,g14,g88
n39,g73,g83
n33,g22,g34
n27,g54,g34
n50,g31,g56
n12,g3,g98
n82,g2,g13
n0,g40,g11
n43,g39,g92
n58,g76,g64
n36,g20,g94
n42,g26,g71
n61,g98,g89
n78,g5,g51
n3,g16,g39
n29,g33,g68
n49,g89,g14
n62,g92,g67
n40,g78,g26
n51,g43,g88
n7,g81,g17
n15,g13,g70
n48,g38,g12
n64,g66,g81
n2,g81,g87
