n70,g75,g64
n6,g58,g8
n4,g54,g71
n22,g36,g96
n21,g96,g93
n60,g20,g54
n79,g83,g40
n74,g68,g97
n69,g7,g77
n28,g27,g44
n14,g14,g72
n45,g29,g37
n5,g18,g49
n23,g9,g2
n24,g95,g48
n17,g30,g67
n54,g15,g8
n77,g1,g51
n63,g1,g85
n9,g88,g49
n25,g25,g43
n10,g69,g65
n68,g21,g22
n34,g20,g60
n72,g49,g62
n73,g29,g82
n55,g96,g24
n44,g28,g71
n16,g36,g75
n80,g85,g57
n81,g13,g27
n75,g85,g38
n66,g52,g41
n47,g95,g87
n52,g8,g97
n59,g11,g29
n57,g51,g82
n71,g52,g61
n37,g23,g75
n31,g60,g65
n19,g22,g14
n46,g47,g2
n65,g81,g83
n85,g58,g59
n1,g58,g56
n84,g89,g75
n32,g5,g85
n26,g23,g46
n20,g16,g88
n53,g23,g84
n56,g49,g7
n76,g71,g48
n38,g21,g53
n13,g25,g35
n67,g95,g80
n41,g10,g45
n18,g9,g67
n11,g54,g42
n30,g25,g82
n35,g93,g6
n8,g29,g44
n83,g52,g37
n39,g9,g50
n33,g62,g38
n27,g81,g21
n50,g64,g18
n12,g81,g23
n82,g8,g14
n0,g7,g87
n43,g64,g57
n58,g26,g38
n36,g53,g35
n42,g95,g85
n61,g32,g41
n78,g76,g51
n3,g47,g51
n29,g32,g55
n49,g23,g19
n62,g18,g73
n40,g29,g94
n51,g21,g76
n7,g1,g72
n15,g36,g78
n48,g61,g89
n64,g95,g17
n2,g19,g20
