n0,g90,g79
n1,g24,g43
n2,g38,g45
n3,g23,g37
n4,g55,g57
n5,g34,g88
n6,g16,g3
n7,g78,g8
n8,g49,g93
n9,g11,g61
n10,g77,g54
n11,g32,g62
n12,g6,g49
n13,g19,g22
n14,g75,g37
n15,g33,g67
n16,g75,g98
n17,g23,g50
n18,g96,g67
n19,g86,g99
n20,g21,g2
n21,g69,g6
n22,g12,g44
n23,g46,g31
n24,g37,g50
n25,g12,g23
n26,g22,g77
n27,g16,g40
n28,g3,g34
n29,g73,g82
n30,g11,g83
n31,g99,g74
n32,g49,g76
n33,g0,g96
n34,g30,g86
n35,g34,g53
n36,g60,g9
n37,g62,g1
n38,g68,g36
n39,g46,g11
n40,g45,g99
n41,g30,g19
n42,g15,g91
n43,g0,g6
n44,g18,g36
