n0,g22,g53
n1,g1,g69
n2,g30,g32
n3,g13,g54
n4,g86,g94
n5,g82,g77
n6,g94,g3
n7,g86,g17
n8,g1,g46
n9,g12,g19
n10,g6,g37
n11,g31,g92
n12,g45,g4
n13,g5,g29
n14,g36,g49
n15,g55,g15
n16,g22,g27
n17,g10,g85
n18,g7,g17
n19,g81,g53
n20,g76,g21
n21,g21,g79
n22,g16,g82
n23,g0,g15
n24,g86,g83
n25,g88,g46
n26,g89,g59
n27,g87,g85
n28,g60,g90
n29,g55,g60
n30,g17,g61
n31,g35,g82
n32,g80,g29
n33,g28,g0
n34,g31,g10
n35,g20,g83
n36,g66,g24
n37,g90,g85
n38,g47,g66
n39,g29,g85
n40,g9,g38
n41,g3,g33
n42,g90,g88
n43,g59,g79
n44,g15,g17
n45,g65,g42
n46,g29,g99
n47,g93,g66
n48,g16,g56
n49,g97,g19
n50,g2,g50
n51,g97,g96
n52,g46,g75
n53,g88,g18
n54,g97,g50
n55,g86,g45
