n0,g64,g0
n1,g30,g94
n2,g24,g3
n3,g89,g39
n4,g13,g91
n5,g54,g86
n6,g31,g32
n7,g49,g61
n8,g43,g15
n9,g35,g28
n10,g52,g16
n11,g28,g62
n12,g38,g96
n13,g30,g38
n14,g34,g59
n15,g77,g38
n16,g43,g95
n17,g14,g11
n18,g43,g50
n19,g14,g18
n20,g85,g8
n21,g28,g50
n22,g27,g15
n23,g40,g30
n24,g16,g41
n25,g70,g90
n26,g65,g13
n27,g35,g6
n28,g22,g95
n29,g43,g91
n30,g75,g73
n31,g45,g72
n32,g38,g49
n33,g6,g59
n34,g72,g81
n35,g32,g74
n36,g58,g47
n37,g45,g19
n38,g2,g92
n39,g24,g95
n40,g66,g75
n41,g61,g60
n42,g27,g79
n43,g74,g70
n44,g76,g38
n45,g52,g25
n46,g17,g33
n47,g35,g8
n48,g6,g65
n49,g8,g10
n50,g96,g47
n51,g14,g92
n52,g78,g90
n53,g80,g26
