n0,g22,g85
n1,g79,g46
n2,g32,g13
n3,g5,g40
n4,g78,g75
n5,g17,g86
n6,g30,g65
n7,g16,g4
n8,g0,g99
n9,g83,g24
n10,g50,g71
n11,g26,g70
n12,g71,g3
n13,g60,g59
n14,g59,g50
n15,g57,g48
n16,g92,g74
n17,g21,g11
n18,g43,g41
n19,g64,g90
n20,g45,g36
n21,g87,g29
n22,g76,g86
n23,g24,g7
n24,g55,g64
n25,g4,g93
n26,g15,g22
n27,g46,g48
n28,g23,g67
n29,g86,g51
n30,g44,g46
n31,g76,g65
n32,g73,g9
n33,g85,g75
n34,g35,g78
n35,g58,g56
n36,g38,g50
n37,g29,g10
n38,g10,g43
n39,g14,g99
n40,g70,g10
n41,g28,g57
n42,g61,g14
n43,g98,g40
