n0,g81,g68
n1,g1,g18
n2,g36,g14
n3,g79,g92
n4,g30,g32
n5,g92,g15
n6,g64,g46
n7,g43,g88
n8,g41,g99
n9,g49,g36
n10,g46,g90
n11,g10,g21
n12,g29,g90
n13,g46,g41
n14,g49,g83
n15,g83,g70
n16,g87,g24
n17,g80,g76
n18,g45,g6
n19,g30,g81
n20,g35,g61
n21,g32,g54
n22,g24,g73
n23,g55,g41
n24,g63,g82
n25,g12,g7
n26,g42,g61
n27,g49,g74
n28,g96,g82
n29,g14,g27
n30,g10,g56
n31,g35,g6
n32,g28,g11
n33,g14,g33
n34,g33,g47
n35,g59,g78
n36,g62,g91
n37,g63,g34
n38,g56,g48
n39,g14,g22
n40,g34,g1
n41,g36,g83
n42,g95,g29
n43,g78,g18
n44,g28,g0
n45,g30,g94
n46,g17,g26
n47,g80,g56
