n70,g3,g43
n65,g35,g78
n6,g47,g69
n35,g49,g7
n4,g21,g87
n32,g61,g8
n26,g79,g68
n21,g94,g3
n60,g21,g41
n20,g11,g87
n51,g23,g80
n69,g7,g76
n71,g20,g30
n28,g93,g88
n14,g96,g80
n45,g50,g2
n39,g83,g28
n5,g55,g98
n23,g45,g57
n24,g12,g34
n54,g89,g25
n16,g7,g65
n17,g12,g48
n18,g75,g87
n63,g68,g28
n9,g60,g46
n25,g53,g31
n30,g17,g79
n31,g24,g91
n10,g24,g44
n43,g55,g96
n68,g98,g15
n34,g9,g42
n8,g51,g16
n53,g13,g59
n55,g52,g71
n38,g81,g15
n33,g94,g22
n62,g29,g69
n11,g22,g40
n27,g54,g88
n50,g11,g1
n44,g30,g29
n12,g26,g41
n67,g85,g29
n0,g30,g38
n22,g49,g59
n58,g18,g58
n36,g32,g52
n42,g4,g29
n61,g80,g9
n3,g48,g58
n29,g92,g8
n47,g4,g6
n49,g83,g77
n52,g47,g35
n59,g35,g1
n57,g24,g52
n66,g54,g11
n37,g10,g68
n13,g51,g47
n40,g15,g88
n19,g28,g66
n46,g7,g80
n7,g18,g78
n15,g9,g27
n48,g14,g17
n41,g24,g63
n64,g61,g95
n56,g31,g36
n2,g28,g62
n1,g12,g15
