n70,g28,g35
n65,g38,g45
n6,g19,g64
n35,g45,g52
n4,g5,g85
n32,g67,g79
n26,g32,g17
n21,g36,g23
n60,g10,g33
n20,g98,g27
n51,g51,g52
n69,g16,g46
n71,g50,g48
n28,g50,g16
n14,g37,g96
n45,g12,g81
n39,g59,g83
n5,g88,g44
n23,g42,g18
n24,g35,g46
n54,g10,g67
n16,g90,g18
n17,g47,g52
n18,g69,g38
n63,g92,g72
n9,g26,g12
n25,g52,g33
n30,g43,g0
n31,g90,g88
n10,g31,g75
n43,g30,g9
n68,g73,g55
n34,g36,g42
n8,g85,g16
n53,g18,g71
n55,g95,g75
n38,g36,g52
n33,g78,g53
n62,g14,g67
n11,g87,g55
n27,g53,g34
n50,g2,g36
n44,g66,g83
n12,g16,g34
n67,g55,g40
n0,g95,g87
n22,g70,g24
n58,g31,g12
n36,g55,g65
n42,g87,g81
n61,g8,g54
n3,g88,g47
n29,g85,g65
n47,g68,g78
n49,g65,g8
n52,g60,g6
n59,g10,g3
n57,g88,g9
n66,g45,g56
n37,g75,g60
n13,g2,g57
n40,g13,g65
n19,g25,g56
n46,g22,g92
n7,g46,g97
n15,g47,g89
n48,g93,g88
n41,g69,g39
n64,g23,g13
n56,g12,g70
n2,g45,g43
n1,g37,g39
