n70,g58,g5
n65,g9,g54
n6,g67,g73
n35,g19,g97
n4,g41,g47
n32,g72,g26
n72,g34,g95
n74,g1,g47
n26,g15,g72
n21,g13,g20
n60,g48,g2
n20,g22,g69
n73,g55,g68
n51,g27,g44
n69,g69,g24
n71,g28,g83
n28,g92,g69
n77,g47,g23
n14,g22,g1
n45,g64,g42
n39,g81,g92
n5,g65,g76
n23,g50,g78
n24,g3,g94
n54,g0,g19
n16,g78,g98
n17,g24,g94
n18,g37,g35
n63,g15,g32
n9,g95,g53
n25,g53,g0
n30,g90,g89
n31,g59,g46
n10,g74,g90
n43,g57,g34
n68,g26,g33
n34,g77,g39
n8,g93,g58
n79,g75,g35
n53,g33,g79
n55,g92,g17
n38,g68,g72
n33,g89,g26
n62,g89,g55
n11,g62,g61
n27,g13,g71
n50,g35,g53
n44,g31,g11
n12,g2,g88
n67,g53,g49
n75,g52,g78
n80,g9,g34
n0,g61,g2
n22,g74,g83
n58,g82,g25
n36,g44,g6
n42,g71,g60
n61,g79,g84
n78,g20,g27
n3,g22,g91
n29,g48,g89
n47,g56,g57
n49,g90,g67
n52,g98,g11
n59,g11,g65
n57,g3,g4
n66,g35,g68
n37,g6,g25
n13,g43,g73
n40,g57,g33
n19,g38,g74
n46,g90,g21
n7,g41,g12
n15,g52,g15
n48,g6,g43
n41,g17,g10
n76,g39,g69
n64,g18,g59
n56,g47,g68
n2,g28,g73
n1,g65,g8
