n0,g71,g79
n1,g94,g12
n2,g78,g47
n3,g48,g64
n4,g82,g55
n5,g67,g25
n6,g78,g36
n7,g72,g60
n8,g40,g64
n9,g8,g85
n10,g75,g99
n11,g98,g71
n12,g96,g33
n13,g82,g35
n14,g85,g24
n15,g97,g51
n16,g88,g66
n17,g32,g94
n18,g88,g86
n19,g97,g84
n20,g81,g2
n21,g93,g3
n22,g34,g43
n23,g77,g38
n24,g95,g58
n25,g98,g55
n26,g87,g51
n27,g6,g61
n28,g36,g54
n29,g74,g87
n30,g40,g52
n31,g94,g69
n32,g59,g10
n33,g94,g73
n34,g76,g37
n35,g76,g10
n36,g44,g59
n37,g81,g53
n38,g81,g84
n39,g23,g64
n40,g9,g87
n41,g63,g99
n42,g83,g31
n43,g11,g74
n44,g78,g23
n45,g6,g9
n46,g88,g39
n47,g63,g64
n48,g44,g25
n49,g52,g34
n50,g76,g63
n51,g67,g14
n52,g64,g85
n53,g33,g13
n54,g26,g58
n55,g40,g93
n56,g42,g10
n57,g88,g36
n58,g48,g89
n59,g51,g2
n60,g91,g70
n61,g62,g82
n62,g67,g57
n63,g39,g90
n64,g98,g80
n65,g30,g38
n66,g6,g28
n67,g63,g43
n68,g80,g19
