n0,g61,g67
n1,g80,g35
n2,g10,g5
n3,g58,g63
n4,g1,g82
n5,g50,g29
n6,g68,g42
n7,g85,g24
n8,g11,g20
n9,g46,g4
n10,g31,g48
n11,g17,g90
n12,g99,g14
n13,g94,g0
n14,g97,g88
n15,g37,g53
n16,g99,g70
n17,g82,g64
n18,g12,g75
n19,g81,g74
n20,g28,g58
n21,g29,g56
n22,g16,g96
n23,g71,g21
n24,g30,g94
n25,g17,g37
n26,g25,g40
n27,g84,g50
n28,g38,g28
n29,g5,g56
n30,g11,g96
n31,g95,g2
n32,g68,g26
n33,g33,g17
n34,g26,g51
n35,g2,g48
n36,g7,g82
n37,g37,g28
n38,g14,g71
n39,g25,g75
n40,g4,g99
n41,g65,g37
n42,g75,g29
n43,g43,g18
n44,g58,g3
n45,g13,g74
n46,g90,g24
n47,g36,g28
n48,g18,g94
n49,g20,g47
n50,g16,g11
