n0,g57,g9
n1,g95,g14
n2,g33,g47
n3,g97,g21
n4,g34,g66
n5,g60,g45
n6,g4,g78
n7,g5,g43
n8,g40,g47
n9,g87,g35
n10,g65,g31
n11,g10,g65
n12,g91,g71
n13,g72,g38
n14,g54,g22
n15,g88,g21
n16,g7,g5
n17,g91,g42
n18,g75,g37
n19,g73,g89
n20,g90,g69
n21,g77,g61
n22,g45,g7
n23,g14,g57
n24,g79,g6
n25,g41,g94
n26,g71,g96
n27,g75,g32
n28,g83,g27
n29,g30,g18
n30,g97,g49
n31,g67,g59
n32,g12,g3
n33,g6,g83
n34,g74,g18
n35,g74,g37
n36,g30,g95
n37,g40,g75
n38,g62,g40
n39,g81,g90
n40,g70,g92
n41,g58,g47
n42,g31,g61
n43,g81,g63
n44,g77,g32
n45,g28,g97
n46,g83,g96
n47,g58,g77
n48,g88,g35
n49,g82,g21
n50,g17,g81
