n0,g70,g22
n1,g60,g47
n2,g84,g85
n3,g65,g27
n4,g88,g1
n5,g5,g21
n6,g27,g18
n7,g18,g97
n8,g78,g26
n9,g40,g4
n10,g48,g51
n11,g30,g25
n12,g24,g13
n13,g75,g33
n14,g26,g67
n15,g15,g85
n16,g46,g6
n17,g62,g14
n18,g51,g56
n19,g5,g75
n20,g62,g50
n21,g71,g57
n22,g47,g61
n23,g81,g20
n24,g6,g60
n25,g47,g39
n26,g65,g38
n27,g53,g16
n28,g22,g21
n29,g69,g16
n30,g19,g38
n31,g19,g89
n32,g14,g36
n33,g11,g52
n34,g1,g14
n35,g79,g3
n36,g49,g26
n37,g26,g35
n38,g87,g7
n39,g87,g59
n40,g55,g16
n41,g65,g16
n42,g17,g39
n43,g1,g90
n44,g92,g30
n45,g50,g47
n46,g48,g19
n47,g39,g99
n48,g72,g43
n49,g43,g85
n50,g15,g86
n51,g31,g17
n52,g2,g37
n53,g91,g88
n54,g52,g75
n55,g44,g59
