n0,g93,g14
n1,g61,g85
n2,g57,g60
n3,g20,g80
n4,g71,g43
n5,g2,g20
n6,g3,g56
n7,g31,g95
n8,g78,g66
n9,g63,g8
n10,g87,g7
n11,g21,g89
n12,g95,g26
n13,g57,g55
n14,g78,g79
n15,g25,g32
n16,g27,g23
n17,g69,g1
n18,g32,g55
n19,g19,g24
n20,g0,g11
n21,g5,g42
n22,g32,g57
n23,g59,g65
n24,g61,g84
n25,g56,g26
n26,g95,g91
n27,g26,g27
n28,g46,g67
n29,g35,g89
n30,g10,g64
n31,g50,g21
n32,g36,g99
n33,g72,g59
n34,g17,g20
n35,g35,g37
n36,g65,g46
n37,g50,g10
n38,g45,g69
n39,g37,g26
n40,g13,g29
n41,g64,g25
n42,g51,g98
n43,g29,g30
n44,g85,g20
n45,g75,g89
n46,g61,g54
n47,g19,g23
n48,g79,g53
n49,g34,g47
n50,g87,g28
n51,g27,g92
n52,g66,g89
n53,g82,g36
n54,g0,g7
n55,g18,g2
n56,g22,g87
n57,g8,g11
n58,g68,g64
