n70,g16,g6
n65,g7,g52
n6,g17,g63
n35,g93,g34
n4,g27,g16
n32,g28,g80
n72,g6,g48
n74,g80,g0
n26,g65,g93
n21,g44,g50
n60,g32,g93
n20,g73,g72
n73,g5,g15
n51,g70,g66
n69,g74,g75
n71,g31,g84
n28,g33,g82
n14,g1,g41
n45,g0,g63
n39,g54,g27
n5,g1,g3
n23,g1,g97
n24,g29,g18
n54,g96,g24
n16,g56,g82
n17,g2,g34
n18,g2,g92
n63,g2,g70
n9,g29,g9
n25,g53,g54
n30,g86,g44
n31,g35,g85
n10,g64,g28
n43,g46,g80
n68,g27,g0
n34,g70,g55
n8,g52,g10
n53,g82,g99
n55,g39,g35
n38,g70,g8
n33,g35,g55
n62,g21,g70
n11,g91,g71
n27,g34,g28
n50,g96,g40
n44,g77,g11
n12,g27,g82
n67,g42,g0
n75,g6,g99
n0,g22,g7
n22,g38,g56
n58,g46,g67
n36,g5,g24
n42,g10,g69
n61,g72,g57
n3,g26,g67
n29,g66,g23
n47,g93,g38
n49,g8,g31
n52,g65,g39
n59,g49,g20
n57,g83,g60
n66,g29,g17
n37,g89,g1
n13,g11,g87
n40,g1,g68
n19,g97,g65
n46,g29,g21
n7,g66,g42
n15,g60,g10
n48,g10,g85
n41,g24,g47
n76,g47,g73
n64,g52,g60
n56,g37,g27
n2,g88,g4
n1,g9,g99
