n0,g95,g13
n1,g47,g52
n2,g76,g20
n3,g96,g64
n4,g17,g30
n5,g88,g19
n6,g16,g33
n7,g81,g99
n8,g78,g45
n9,g79,g35
n10,g89,g71
n11,g42,g55
n12,g49,g58
n13,g34,g23
n14,g12,g25
n15,g30,g10
n16,g39,g4
n17,g72,g19
n18,g3,g92
n19,g35,g44
n20,g71,g27
n21,g84,g63
n22,g94,g38
n23,g26,g79
n24,g90,g51
n25,g42,g69
n26,g91,g15
n27,g33,g97
n28,g31,g75
n29,g81,g71
n30,g17,g94
n31,g75,g1
n32,g68,g1
n33,g80,g20
n34,g69,g1
n35,g16,g86
n36,g61,g67
n37,g86,g93
n38,g54,g58
n39,g40,g97
n40,g77,g57
n41,g8,g28
n42,g55,g76
