n0,g74,g58
n1,g97,g62
n2,g18,g37
n3,g46,g78
n4,g35,g31
n5,g65,g46
n6,g11,g53
n7,g47,g37
n8,g56,g81
n9,g64,g72
n10,g20,g87
n11,g37,g94
n12,g16,g78
n13,g56,g98
n14,g39,g73
n15,g69,g75
n16,g88,g82
n17,g46,g96
n18,g36,g5
n19,g78,g0
n20,g50,g28
n21,g31,g88
n22,g91,g13
n23,g38,g85
n24,g31,g68
n25,g4,g16
n26,g96,g43
n27,g23,g30
n28,g3,g87
n29,g37,g53
n30,g40,g77
n31,g17,g85
n32,g94,g34
n33,g51,g77
n34,g70,g93
n35,g51,g86
n36,g35,g19
n37,g62,g39
n38,g19,g62
n39,g7,g31
n40,g58,g49
n41,g79,g19
n42,g67,g85
