n0,g77,g8
n1,g50,g77
n2,g42,g73
n3,g56,g32
n4,g17,g29
n5,g38,g75
n6,g45,g62
n7,g53,g70
n8,g72,g87
n9,g43,g55
n10,g4,g5
n11,g20,g98
n12,g63,g28
n13,g89,g31
n14,g13,g31
n15,g80,g67
n16,g89,g57
n17,g25,g21
n18,g23,g84
n19,g33,g89
n20,g74,g98
n21,g79,g30
n22,g4,g51
n23,g4,g46
n24,g58,g52
n25,g48,g11
n26,g97,g41
n27,g55,g79
n28,g76,g23
n29,g90,g78
n30,g14,g50
n31,g22,g16
n32,g38,g61
n33,g50,g49
n34,g57,g69
n35,g47,g60
n36,g30,g25
n37,g61,g30
n38,g22,g3
n39,g8,g34
n40,g84,g49
n41,g49,g2
n42,g83,g88
n43,g93,g20
n44,g6,g69
n45,g49,g93
n46,g36,g90
n47,g37,g35
n48,g31,g58
n49,g32,g44
n50,g4,g18
n51,g44,g81
n52,g7,g76
n53,g7,g6
