n0,g55,g56
n1,g92,g74
n2,g6,g97
n3,g91,g74
n4,g23,g3
n5,g71,g21
n6,g11,g39
n7,g19,g94
n8,g75,g21
n9,g31,g93
n10,g84,g63
n11,g1,g38
n12,g3,g76
n13,g84,g2
n14,g65,g22
n15,g96,g85
n16,g11,g14
n17,g70,g10
n18,g73,g64
n19,g30,g32
n20,g17,g14
n21,g65,g96
n22,g85,g94
n23,g94,g50
n24,g42,g57
n25,g43,g17
n26,g63,g49
n27,g58,g3
n28,g76,g60
n29,g29,g79
n30,g15,g36
n31,g63,g22
n32,g18,g35
n33,g69,g27
n34,g7,g38
n35,g68,g13
n36,g79,g64
n37,g78,g61
n38,g8,g51
n39,g91,g34
n40,g12,g92
n41,g27,g17
n42,g0,g96
n43,g50,g10
n44,g91,g66
n45,g80,g53
