n0,g74,g81
n1,g25,g77
n2,g84,g52
n3,g9,g8
n4,g20,g39
n5,g82,g69
n6,g95,g35
n7,g57,g49
n8,g48,g82
n9,g59,g98
n10,g28,g17
n11,g73,g53
n12,g96,g52
n13,g73,g24
n14,g37,g17
n15,g12,g98
n16,g69,g27
n17,g79,g1
n18,g70,g88
n19,g34,g55
n20,g93,g2
n21,g96,g91
n22,g75,g98
n23,g85,g83
n24,g94,g56
n25,g65,g54
n26,g39,g97
n27,g61,g53
n28,g48,g39
n29,g20,g56
n30,g83,g19
n31,g65,g49
n32,g29,g72
n33,g57,g13
n34,g46,g68
n35,g58,g79
n36,g75,g41
n37,g56,g43
n38,g58,g27
n39,g34,g59
n40,g4,g35
n41,g49,g89
n42,g41,g40
