n0,g45,g61
n1,g14,g91
n2,g18,g74
n3,g1,g8
n4,g44,g21
n5,g59,g16
n6,g7,g18
n7,g33,g56
n8,g89,g28
n9,g9,g68
n10,g41,g80
n11,g41,g16
n12,g85,g65
n13,g83,g95
n14,g46,g89
n15,g16,g74
n16,g52,g92
n17,g37,g53
n18,g72,g94
n19,g42,g96
n20,g56,g48
n21,g61,g30
n22,g76,g93
n23,g95,g55
n24,g9,g11
n25,g12,g20
n26,g88,g84
n27,g24,g73
n28,g79,g16
n29,g81,g39
n30,g95,g19
n31,g12,g26
n32,g95,g74
n33,g61,g60
n34,g36,g27
n35,g61,g84
n36,g96,g2
n37,g78,g11
n38,g60,g30
n39,g51,g32
n40,g19,g58
n41,g21,g92
n42,g68,g0
n43,g61,g75
n44,g72,g52
n45,g94,g2
n46,g42,g8
n47,g65,g90
n48,g92,g39
n49,g0,g85
n50,g10,g7
n51,g69,g5
n52,g69,g33
n53,g52,g57
n54,g90,g35
n55,g4,g47
