n70,g90,g21
n65,g82,g51
n6,g72,g25
n35,g19,g54
n4,g20,g22
n32,g38,g78
n26,g22,g52
n21,g61,g82
n60,g82,g33
n20,g79,g91
n51,g56,g66
n69,g71,g4
n28,g25,g32
n14,g16,g50
n45,g62,g90
n39,g24,g73
n5,g59,g95
n23,g97,g34
n24,g42,g64
n54,g81,g47
n16,g76,g96
n17,g58,g98
n18,g10,g6
n63,g77,g44
n9,g31,g78
n25,g64,g31
n30,g14,g84
n31,g10,g41
n10,g11,g7
n43,g27,g41
n68,g80,g48
n34,g95,g20
n8,g97,g79
n53,g80,g92
n55,g75,g77
n38,g28,g79
n33,g50,g87
n62,g84,g82
n11,g12,g9
n27,g61,g83
n50,g73,g59
n44,g23,g46
n12,g92,g54
n67,g14,g83
n0,g11,g62
n22,g52,g33
n58,g30,g71
n36,g95,g42
n42,g32,g54
n61,g1,g75
n3,g2,g51
n29,g63,g20
n47,g13,g49
n49,g13,g76
n52,g19,g78
n59,g34,g31
n57,g57,g40
n66,g43,g58
n37,g91,g13
n13,g96,g98
n40,g45,g1
n19,g14,g29
n46,g38,g24
n7,g50,g61
n15,g21,g27
n48,g62,g64
n41,g91,g97
n64,g72,g11
n56,g41,g29
n2,g78,g24
n1,g6,g65
