n0,g2,g67
n1,g64,g81
n2,g4,g8
n3,g81,g16
n4,g81,g18
n5,g99,g73
n6,g47,g33
n7,g76,g27
n8,g92,g11
n9,g23,g53
n10,g65,g28
n11,g67,g28
n12,g76,g20
n13,g37,g56
n14,g77,g84
n15,g78,g2
n16,g72,g39
n17,g91,g21
n18,g20,g9
n19,g64,g8
n20,g12,g53
n21,g20,g30
n22,g17,g29
n23,g21,g37
n24,g78,g88
n25,g76,g1
n26,g18,g10
n27,g57,g66
n28,g46,g94
n29,g81,g15
n30,g54,g42
n31,g41,g3
n32,g88,g47
n33,g6,g8
n34,g77,g51
n35,g70,g5
n36,g61,g48
n37,g54,g82
n38,g27,g69
n39,g75,g55
n40,g53,g71
n41,g79,g31
n42,g43,g65
n43,g24,g2
n44,g47,g56
n45,g30,g89
n46,g94,g90
n47,g84,g27
n48,g88,g25
n49,g18,g47
n50,g68,g53
n51,g4,g87
