n0,g59,g44
n1,g77,g92
n2,g94,g63
n3,g25,g18
n4,g39,g62
n5,g62,g67
n6,g87,g0
n7,g71,g12
n8,g40,g45
n9,g62,g32
n10,g41,g87
n11,g33,g71
n12,g29,g37
n13,g54,g48
n14,g10,g0
n15,g75,g79
n16,g18,g9
n17,g46,g48
n18,g11,g65
n19,g97,g82
n20,g86,g36
n21,g13,g10
n22,g63,g72
n23,g68,g3
n24,g48,g66
n25,g11,g53
n26,g12,g40
n27,g96,g9
n28,g33,g80
n29,g75,g85
n30,g38,g51
n31,g63,g95
n32,g13,g88
n33,g6,g74
n34,g28,g8
n35,g27,g40
n36,g57,g80
n37,g80,g35
n38,g54,g9
n39,g78,g28
n40,g20,g16
n41,g26,g87
n42,g48,g77
n43,g67,g1
n44,g53,g4
n45,g28,g36
n46,g62,g14
n47,g89,g69
