n70,g63,g35
n65,g60,g97
n6,g4,g5
n35,g8,g83
n4,g33,g21
n32,g19,g17
n72,g24,g25
n74,g81,g25
n26,g39,g82
n21,g77,g74
n60,g80,g93
n20,g70,g12
n73,g12,g97
n51,g59,g27
n69,g15,g36
n71,g88,g82
n28,g87,g22
n77,g21,g45
n14,g37,g22
n45,g48,g69
n39,g13,g30
n5,g76,g66
n23,g99,g93
n24,g4,g58
n54,g50,g89
n16,g67,g85
n17,g53,g39
n18,g0,g21
n63,g39,g13
n9,g42,g83
n25,g85,g54
n30,g23,g90
n31,g53,g74
n10,g10,g69
n43,g23,g57
n68,g45,g20
n34,g30,g52
n8,g40,g80
n79,g7,g28
n53,g50,g38
n55,g31,g17
n38,g76,g26
n33,g12,g11
n62,g71,g29
n11,g50,g23
n27,g46,g81
n50,g45,g33
n44,g47,g83
n12,g54,g15
n67,g90,g1
n75,g56,g76
n0,g17,g75
n22,g8,g49
n58,g20,g34
n36,g95,g78
n42,g3,g65
n61,g27,g69
n78,g30,g90
n3,g4,g79
n29,g84,g77
n47,g53,g46
n49,g74,g31
n52,g10,g24
n59,g46,g48
n57,g74,g6
n66,g14,g3
n37,g21,g98
n13,g33,g57
n40,g68,g27
n19,g71,g89
n46,g86,g99
n7,g88,g65
n15,g90,g37
n48,g83,g22
n41,g92,g21
n76,g15,g50
n64,g32,g79
n56,g90,g24
n2,g13,g91
n1,g17,g85
