n0,g12,g59
n1,g45,g47
n2,g67,g33
n3,g59,g68
n4,g21,g9
n5,g42,g74
n6,g45,g35
n7,g99,g39
n8,g72,g36
n9,g98,g15
n10,g34,g50
n11,g62,g68
n12,g46,g84
n13,g35,g76
n14,g60,g32
n15,g33,g97
n16,g33,g25
n17,g1,g45
n18,g42,g57
n19,g4,g43
n20,g64,g60
n21,g10,g92
n22,g70,g61
n23,g25,g21
n24,g34,g79
n25,g21,g14
n26,g72,g91
n27,g93,g21
n28,g5,g86
n29,g45,g37
n30,g3,g77
n31,g68,g18
n32,g52,g99
n33,g5,g66
n34,g76,g67
n35,g38,g37
n36,g27,g12
n37,g50,g86
n38,g86,g9
n39,g63,g77
n40,g96,g42
n41,g74,g47
n42,g63,g7
n43,g24,g61
n44,g86,g0
n45,g63,g65
n46,g72,g85
n47,g37,g62
n48,g74,g58
n49,g58,g62
n50,g78,g20
n51,g67,g3
n52,g94,g3
n53,g21,g33
n54,g11,g3
n55,g10,g14
n56,g51,g53
n57,g79,g35
n58,g29,g3
n59,g48,g12
n60,g91,g42
n61,g63,g92
n62,g23,g52
n63,g8,g77
n64,g43,g97
n65,g54,g32
n66,g95,g22
n67,g34,g10
n68,g64,g74
