n70,g30,g26
n65,g81,g60
n6,g66,g25
n35,g2,g45
n4,g4,g63
n32,g76,g63
n72,g16,g48
n26,g74,g8
n21,g36,g35
n60,g53,g43
n20,g23,g5
n73,g52,g38
n51,g13,g95
n69,g72,g23
n71,g96,g18
n28,g87,g5
n14,g67,g86
n45,g23,g88
n39,g62,g78
n5,g34,g10
n23,g18,g53
n24,g13,g42
n54,g49,g30
n16,g26,g53
n17,g78,g69
n18,g65,g80
n63,g4,g88
n9,g99,g47
n25,g47,g79
n30,g85,g97
n31,g26,g36
n10,g57,g47
n43,g9,g57
n68,g59,g75
n34,g87,g83
n8,g94,g19
n53,g33,g55
n55,g18,g29
n38,g81,g75
n33,g16,g27
n62,g67,g44
n11,g5,g46
n27,g87,g36
n50,g85,g15
n44,g71,g82
n12,g49,g0
n67,g67,g60
n0,g62,g32
n22,g50,g55
n58,g78,g40
n36,g48,g55
n42,g45,g84
n61,g36,g52
n3,g2,g74
n29,g28,g96
n47,g91,g88
n49,g88,g14
n52,g1,g52
n59,g91,g9
n57,g35,g90
n66,g61,g21
n37,g61,g33
n13,g57,g49
n40,g9,g37
n19,g85,g30
n46,g48,g44
n7,g26,g21
n15,g4,g87
n48,g44,g5
n41,g93,g80
n64,g16,g10
n56,g48,g27
n2,g73,g53
n1,g99,g22
