n70,g57,g9
n65,g37,g61
n6,g95,g31
n35,g1,g80
n4,g22,g77
n32,g71,g57
n72,g3,g49
n74,g55,g2
n26,g93,g64
n21,g69,g96
n60,g37,g2
n20,g67,g89
n73,g71,g26
n51,g24,g19
n69,g5,g56
n71,g11,g7
n28,g52,g50
n14,g41,g18
n45,g94,g67
n39,g81,g82
n5,g40,g42
n23,g72,g46
n24,g29,g8
n54,g77,g88
n16,g87,g78
n17,g1,g51
n18,g80,g82
n63,g81,g44
n9,g33,g90
n25,g69,g92
n30,g81,g99
n31,g47,g98
n10,g96,g29
n43,g6,g43
n68,g54,g95
n34,g82,g8
n8,g78,g82
n53,g11,g1
n55,g42,g15
n38,g47,g0
n33,g83,g61
n62,g8,g60
n11,g70,g76
n27,g4,g93
n50,g41,g92
n44,g51,g87
n12,g97,g52
n67,g62,g33
n75,g73,g16
n0,g79,g15
n22,g53,g62
n58,g71,g50
n36,g82,g29
n42,g22,g53
n61,g20,g28
n3,g33,g92
n29,g20,g73
n47,g80,g14
n49,g86,g1
n52,g92,g28
n59,g92,g31
n57,g17,g33
n66,g73,g65
n37,g12,g53
n13,g97,g81
n40,g40,g1
n19,g26,g5
n46,g4,g51
n7,g54,g73
n15,g79,g88
n48,g33,g6
n41,g85,g89
n64,g22,g72
n56,g25,g0
n2,g31,g20
n1,g41,g8
