n0,g40,g19
n1,g61,g34
n2,g54,g95
n3,g46,g33
n4,g20,g50
n5,g36,g18
n6,g30,g24
n7,g82,g57
n8,g58,g40
n9,g99,g85
n10,g6,g92
n11,g10,g52
n12,g47,g83
n13,g30,g49
n14,g18,g6
n15,g1,g99
n16,g89,g37
n17,g88,g20
n18,g27,g78
n19,g5,g47
n20,g42,g69
n21,g26,g6
n22,g7,g47
n23,g16,g23
n24,g32,g35
n25,g49,g45
n26,g7,g79
n27,g11,g86
n28,g39,g91
n29,g76,g71
n30,g3,g47
n31,g22,g14
n32,g76,g27
n33,g23,g96
n34,g19,g84
n35,g38,g51
n36,g10,g33
n37,g73,g7
n38,g56,g11
n39,g17,g69
n40,g5,g13
n41,g6,g38
n42,g13,g69
n43,g30,g95
n44,g90,g12
n45,g34,g98
n46,g65,g74
n47,g85,g24
n48,g58,g63
n49,g43,g21
n50,g74,g48
n51,g0,g95
n52,g59,g22
n53,g0,g48
n54,g1,g51
n55,g70,g74
n56,g76,g83
n57,g9,g10
n58,g82,g62
n59,g92,g36
n60,g59,g69
n61,g17,g41
n62,g2,g95
n63,g94,g62
n64,g0,g99
n65,g83,g42
n66,g20,g94
n67,g16,g7
n68,g16,g39
n69,g79,g29
