n70,g80,g41
n65,g77,g29
n6,g20,g64
n35,g89,g20
n4,g19,g9
n32,g82,g55
n72,g36,g85
n74,g93,g26
n26,g7,g25
n21,g47,g24
n60,g50,g19
n20,g36,g58
n73,g78,g84
n51,g40,g15
n69,g50,g6
n71,g91,g34
n28,g53,g58
n77,g92,g27
n14,g52,g31
n45,g59,g73
n39,g49,g4
n5,g7,g87
n23,g95,g54
n24,g13,g64
n54,g86,g26
n16,g76,g57
n17,g38,g86
n18,g93,g15
n63,g37,g85
n9,g17,g23
n25,g71,g15
n30,g44,g79
n31,g83,g3
n10,g34,g42
n43,g99,g64
n68,g11,g16
n34,g97,g66
n8,g81,g73
n79,g63,g89
n53,g96,g71
n55,g73,g34
n38,g35,g70
n33,g1,g16
n62,g93,g96
n11,g58,g11
n27,g81,g74
n50,g51,g20
n44,g85,g48
n12,g28,g64
n67,g5,g44
n75,g54,g1
n0,g19,g80
n22,g92,g63
n58,g22,g81
n36,g30,g5
n42,g97,g72
n61,g2,g60
n78,g94,g25
n3,g1,g73
n29,g77,g3
n47,g0,g45
n49,g90,g78
n52,g9,g72
n59,g92,g28
n57,g38,g54
n66,g91,g76
n37,g20,g27
n13,g74,g49
n40,g18,g67
n19,g20,g55
n46,g12,g97
n7,g34,g22
n15,g82,g12
n48,g21,g73
n41,g9,g97
n76,g14,g38
n64,g5,g90
n56,g78,g34
n2,g69,g16
n1,g87,g49
