n0,g97,g44
n1,g64,g17
n2,g64,g54
n3,g31,g51
n4,g64,g49
n5,g95,g60
n6,g38,g96
n7,g88,g98
n8,g84,g74
n9,g51,g43
n10,g0,g95
n11,g27,g37
n12,g20,g40
n13,g9,g45
n14,g80,g52
n15,g21,g61
n16,g46,g52
n17,g66,g93
n18,g80,g53
n19,g28,g15
n20,g63,g89
n21,g47,g65
n22,g80,g37
n23,g46,g96
n24,g3,g51
n25,g77,g61
n26,g70,g9
n27,g94,g4
n28,g25,g90
n29,g5,g62
n30,g46,g36
n31,g70,g67
n32,g78,g48
n33,g48,g63
n34,g59,g96
n35,g71,g38
n36,g57,g72
n37,g90,g60
n38,g75,g71
n39,g17,g67
n40,g77,g1
n41,g27,g76
n42,g58,g22
n43,g49,g97
n44,g26,g70
n45,g52,g58
n46,g76,g48
n47,g85,g71
n48,g24,g55
n49,g52,g57
n50,g47,g22
n51,g65,g90
n52,g19,g89
n53,g35,g47
n54,g0,g67
n55,g10,g9
n56,g88,g20
n57,g50,g9
n58,g88,g95
n59,g85,g20
n60,g21,g84
n61,g89,g81
n62,g54,g40
n63,g18,g19
n64,g35,g10
n65,g47,g74
n66,g50,g34
n67,g17,g30
n68,g12,g66
n69,g99,g74
n70,g25,g89
n71,g33,g73
n72,g98,g57
n73,g12,g82
n74,g51,g77
n75,g69,g1
n76,g72,g80
n77,g73,g56
n78,g24,g56
n79,g72,g26
