n70,g13,g75
n65,g24,g96
n6,g32,g27
n35,g1,g66
n4,g39,g65
n32,g34,g76
n72,g79,g22
n83,g54,g13
n74,g26,g53
n84,g50,g59
n26,g94,g38
n21,g15,g78
n60,g50,g28
n20,g15,g47
n73,g87,g42
n51,g40,g78
n69,g86,g64
n71,g81,g86
n28,g31,g40
n77,g30,g19
n14,g93,g20
n45,g10,g67
n39,g89,g84
n5,g33,g57
n23,g57,g63
n24,g54,g21
n54,g1,g9
n16,g12,g0
n82,g38,g59
n17,g83,g31
n18,g46,g79
n63,g6,g32
n9,g66,g33
n25,g34,g44
n30,g8,g34
n31,g89,g71
n10,g96,g99
n43,g70,g58
n68,g53,g83
n34,g88,g56
n8,g25,g22
n79,g52,g5
n53,g52,g27
n55,g79,g54
n38,g58,g20
n33,g82,g64
n62,g56,g3
n11,g79,g84
n27,g8,g33
n50,g28,g69
n44,g65,g73
n12,g67,g56
n67,g74,g87
n75,g43,g39
n80,g52,g3
n0,g52,g61
n22,g5,g61
n81,g32,g35
n58,g9,g13
n36,g52,g17
n42,g63,g51
n61,g33,g72
n78,g91,g85
n3,g34,g46
n29,g46,g62
n47,g5,g49
n49,g48,g23
n52,g44,g35
n59,g72,g40
n57,g40,g10
n66,g21,g95
n37,g54,g47
n13,g73,g51
n40,g14,g73
n19,g12,g45
n46,g20,g97
n7,g19,g77
n15,g79,g62
n48,g1,g36
n41,g97,g73
n76,g43,g32
n64,g18,g35
n56,g56,g61
n2,g3,g43
n1,g11,g2
