n0,g71,g4
n1,g65,g6
n2,g6,g28
n3,g89,g44
n4,g14,g82
n5,g46,g41
n6,g21,g41
n7,g47,g17
n8,g21,g42
n9,g64,g24
n10,g66,g83
n11,g6,g38
n12,g30,g95
n13,g77,g20
n14,g74,g62
n15,g88,g44
n16,g74,g77
n17,g94,g65
n18,g95,g72
n19,g54,g48
n20,g45,g46
n21,g11,g45
n22,g75,g68
n23,g53,g42
n24,g21,g17
n25,g45,g82
n26,g83,g99
n27,g36,g19
n28,g0,g99
n29,g84,g43
n30,g64,g22
n31,g68,g11
n32,g98,g64
n33,g70,g61
n34,g60,g16
n35,g28,g74
n36,g82,g30
n37,g58,g56
n38,g85,g17
n39,g34,g18
n40,g54,g99
n41,g92,g61
n42,g90,g94
n43,g47,g49
n44,g75,g14
n45,g89,g41
n46,g14,g74
n47,g19,g23
n48,g99,g94
n49,g88,g68
n50,g46,g11
