n0,g40,g18
n1,g89,g82
n2,g1,g3
n3,g84,g98
n4,g98,g86
n5,g86,g39
n6,g14,g3
n7,g25,g43
n8,g56,g84
n9,g5,g82
n10,g59,g97
n11,g83,g50
n12,g79,g25
n13,g56,g64
n14,g70,g19
n15,g1,g20
n16,g7,g71
n17,g64,g88
n18,g58,g10
n19,g83,g26
n20,g1,g40
n21,g94,g34
n22,g55,g70
n23,g12,g63
n24,g75,g27
n25,g69,g35
n26,g10,g12
n27,g93,g22
n28,g93,g58
n29,g3,g15
n30,g68,g6
n31,g58,g3
n32,g29,g20
n33,g69,g70
n34,g9,g31
n35,g91,g71
n36,g92,g38
n37,g7,g74
n38,g11,g38
n39,g73,g47
n40,g45,g98
n41,g45,g85
n42,g67,g63
n43,g62,g79
n44,g46,g36
n45,g29,g48
n46,g8,g84
n47,g33,g61
n48,g97,g56
n49,g52,g50
n50,g38,g2
