n0,g13,g79
n1,g65,g36
n2,g35,g80
n3,g70,g55
n4,g69,g94
n5,g32,g69
n6,g9,g56
n7,g57,g76
n8,g53,g33
n9,g43,g73
n10,g4,g16
n11,g44,g20
n12,g93,g89
n13,g94,g32
n14,g46,g67
n15,g52,g37
n16,g48,g23
n17,g19,g72
n18,g37,g0
n19,g81,g98
n20,g59,g51
n21,g19,g73
n22,g10,g94
n23,g26,g30
n24,g66,g71
n25,g87,g5
n26,g27,g39
n27,g56,g72
n28,g73,g85
n29,g90,g30
n30,g93,g27
n31,g1,g2
n32,g78,g14
n33,g90,g87
n34,g91,g96
n35,g15,g92
n36,g1,g96
n37,g86,g20
n38,g53,g36
n39,g34,g84
n40,g55,g18
n41,g23,g99
n42,g40,g99
n43,g30,g41
n44,g88,g48
n45,g89,g36
n46,g46,g32
n47,g33,g15
n48,g38,g58
n49,g16,g33
n50,g35,g15
