n70,g64,g30
n65,g95,g87
n6,g85,g17
n35,g21,g45
n4,g97,g83
n32,g15,g39
n72,g12,g71
n74,g54,g81
n26,g25,g42
n21,g31,g83
n60,g90,g68
n20,g4,g11
n73,g9,g28
n51,g76,g46
n69,g83,g80
n71,g21,g31
n28,g91,g52
n77,g36,g89
n14,g96,g31
n45,g74,g23
n39,g84,g76
n5,g95,g58
n23,g72,g63
n24,g78,g43
n54,g45,g6
n16,g14,g7
n17,g93,g68
n18,g17,g81
n63,g73,g55
n9,g54,g0
n25,g43,g49
n30,g26,g20
n31,g39,g72
n10,g24,g90
n43,g77,g27
n68,g24,g94
n34,g46,g96
n8,g72,g9
n79,g84,g17
n53,g86,g76
n55,g69,g25
n38,g84,g10
n33,g99,g42
n62,g69,g90
n11,g31,g24
n27,g43,g86
n50,g63,g58
n44,g54,g72
n12,g96,g88
n67,g76,g53
n75,g39,g85
n0,g69,g44
n22,g40,g1
n58,g0,g61
n36,g16,g14
n42,g72,g27
n61,g97,g55
n78,g42,g52
n3,g38,g64
n29,g19,g77
n47,g66,g94
n49,g95,g11
n52,g3,g89
n59,g69,g24
n57,g43,g17
n66,g77,g23
n37,g77,g98
n13,g87,g96
n40,g85,g92
n19,g85,g13
n46,g14,g82
n7,g28,g73
n15,g85,g63
n48,g20,g94
n41,g74,g15
n76,g34,g9
n64,g47,g96
n56,g73,g6
n2,g53,g63
n1,g71,g60
