n70,g48,g14
n65,g99,g94
n6,g73,g89
n35,g35,g44
n4,g21,g18
n32,g35,g65
n72,g82,g99
n83,g19,g82
n74,g68,g6
n26,g47,g60
n21,g56,g12
n60,g92,g29
n20,g37,g90
n73,g93,g38
n51,g5,g63
n69,g11,g67
n71,g15,g81
n28,g11,g93
n77,g79,g59
n14,g49,g55
n45,g64,g46
n39,g7,g59
n5,g90,g24
n23,g34,g62
n24,g90,g53
n54,g19,g50
n16,g14,g7
n82,g94,g63
n17,g92,g78
n18,g78,g99
n63,g18,g95
n9,g17,g78
n25,g12,g86
n30,g53,g63
n31,g60,g63
n10,g28,g98
n43,g16,g35
n68,g50,g52
n34,g19,g32
n8,g79,g47
n79,g88,g77
n53,g96,g4
n55,g18,g87
n38,g45,g38
n33,g89,g24
n62,g3,g5
n11,g21,g85
n27,g64,g38
n50,g6,g45
n44,g30,g22
n12,g79,g76
n67,g25,g90
n75,g91,g3
n80,g21,g35
n0,g22,g65
n22,g65,g43
n81,g26,g46
n58,g78,g74
n36,g16,g66
n42,g19,g41
n61,g58,g72
n78,g11,g82
n3,g0,g79
n29,g34,g4
n47,g67,g81
n49,g83,g4
n52,g53,g15
n59,g79,g99
n57,g92,g47
n66,g9,g66
n37,g96,g97
n13,g87,g22
n40,g3,g6
n19,g20,g84
n46,g67,g53
n7,g59,g70
n15,g18,g65
n48,g13,g20
n41,g3,g68
n76,g2,g77
n64,g57,g53
n56,g46,g34
n2,g42,g26
n1,g45,g31
