n0,g73,g15
n1,g76,g97
n2,g31,g10
n3,g13,g7
n4,g60,g35
n5,g65,g17
n6,g66,g40
n7,g17,g78
n8,g52,g79
n9,g37,g89
n10,g84,g38
n11,g72,g8
n12,g29,g86
n13,g82,g33
n14,g53,g5
n15,g59,g13
n16,g28,g67
n17,g65,g63
n18,g75,g1
n19,g74,g36
n20,g10,g61
n21,g82,g58
n22,g34,g27
n23,g13,g5
n24,g27,g60
n25,g76,g9
n26,g58,g70
n27,g94,g1
n28,g44,g84
n29,g44,g63
n30,g12,g98
n31,g70,g30
n32,g50,g56
n33,g49,g73
n34,g97,g70
n35,g56,g48
n36,g42,g64
n37,g91,g61
n38,g52,g48
n39,g19,g18
n40,g63,g83
n41,g55,g8
n42,g9,g75
n43,g22,g16
n44,g0,g78
n45,g0,g61
n46,g69,g48
n47,g5,g45
n48,g65,g59
n49,g84,g32
n50,g0,g90
n51,g75,g86
n52,g68,g83
n53,g17,g56
