n0,g93,g8
n1,g48,g99
n2,g83,g26
n3,g48,g77
n4,g92,g20
n5,g95,g99
n6,g88,g27
n7,g87,g58
n8,g98,g91
n9,g85,g97
n10,g31,g74
n11,g76,g50
n12,g33,g26
n13,g38,g47
n14,g89,g16
n15,g10,g27
n16,g52,g44
n17,g99,g89
n18,g61,g53
n19,g63,g82
n20,g39,g13
n21,g99,g88
n22,g38,g71
n23,g4,g34
n24,g15,g41
n25,g21,g17
n26,g74,g30
n27,g57,g37
n28,g66,g73
n29,g79,g66
n30,g1,g99
n31,g59,g27
n32,g74,g52
n33,g7,g3
n34,g64,g72
n35,g24,g45
n36,g71,g48
n37,g54,g97
n38,g35,g36
n39,g78,g6
n40,g2,g3
n41,g63,g96
n42,g56,g97
n43,g89,g36
n44,g94,g50
n45,g14,g69
n46,g46,g71
n47,g23,g94
n48,g5,g84
n49,g37,g3
n50,g89,g28
n51,g98,g7
n52,g91,g93
n53,g82,g90
n54,g43,g11
n55,g66,g58
n56,g38,g49
n57,g54,g14
n58,g33,g73
n59,g45,g9
n60,g53,g80
n61,g82,g16
n62,g28,g97
n63,g30,g93
n64,g65,g95
n65,g54,g44
n66,g75,g60
n67,g0,g31
n68,g78,g45
