n0,g36,g29
n1,g3,g60
n2,g63,g27
n3,g21,g10
n4,g92,g52
n5,g63,g67
n6,g32,g24
n7,g39,g18
n8,g51,g77
n9,g5,g52
n10,g89,g77
n11,g58,g18
n12,g65,g23
n13,g9,g73
n14,g35,g25
n15,g82,g22
n16,g95,g83
n17,g32,g26
n18,g94,g91
n19,g31,g69
n20,g81,g41
n21,g5,g87
n22,g54,g26
n23,g43,g70
n24,g76,g10
n25,g79,g18
n26,g35,g16
n27,g57,g7
n28,g97,g12
n29,g32,g15
n30,g94,g68
n31,g98,g47
n32,g26,g40
n33,g39,g11
n34,g9,g40
n35,g60,g19
n36,g58,g47
n37,g92,g55
n38,g71,g84
n39,g99,g67
n40,g32,g23
n41,g17,g93
n42,g13,g71
n43,g6,g41
n44,g13,g51
n45,g82,g78
n46,g72,g6
n47,g87,g57
n48,g92,g32
n49,g3,g90
n50,g95,g5
n51,g38,g7
n52,g96,g74
n53,g76,g13
n54,g62,g20
n55,g9,g63
n56,g60,g15
n57,g54,g9
n58,g5,g60
