n0,g53,g68
n1,g2,g96
n2,g47,g6
n3,g61,g80
n4,g59,g77
n5,g46,g19
n6,g70,g61
n7,g2,g44
n8,g77,g40
n9,g95,g2
n10,g9,g40
n11,g75,g66
n12,g98,g14
n13,g32,g19
n14,g31,g64
n15,g75,g81
n16,g16,g36
n17,g61,g37
n18,g49,g10
n19,g35,g51
n20,g75,g98
n21,g84,g10
n22,g84,g59
n23,g13,g25
n24,g97,g84
n25,g44,g3
n26,g51,g59
n27,g29,g67
n28,g6,g49
n29,g48,g27
n30,g39,g73
n31,g69,g65
n32,g81,g1
n33,g22,g99
n34,g81,g56
n35,g27,g53
n36,g21,g40
n37,g57,g84
n38,g75,g89
n39,g37,g96
n40,g99,g27
n41,g92,g69
n42,g31,g78
n43,g35,g75
n44,g79,g52
n45,g94,g97
n46,g40,g90
n47,g64,g50
n48,g93,g90
n49,g5,g81
n50,g38,g70
n51,g13,g11
n52,g19,g76
n53,g35,g12
n54,g83,g85
n55,g22,g56
n56,g16,g63
n57,g47,g56
n58,g40,g39
