n0,g35,g50
n1,g27,g72
n2,g43,g63
n3,g59,g62
n4,g45,g27
n5,g82,g20
n6,g61,g23
n7,g32,g40
n8,g53,g29
n9,g20,g84
n10,g51,g65
n11,g60,g15
n12,g24,g75
n13,g50,g20
n14,g49,g70
n15,g99,g2
n16,g52,g51
n17,g44,g96
n18,g72,g86
n19,g50,g75
n20,g49,g89
n21,g20,g98
n22,g64,g11
n23,g13,g8
n24,g19,g77
n25,g62,g93
n26,g74,g44
n27,g88,g77
n28,g16,g67
n29,g72,g74
n30,g63,g99
n31,g54,g93
n32,g49,g83
n33,g32,g79
n34,g54,g2
n35,g3,g66
n36,g52,g34
n37,g18,g84
n38,g89,g5
n39,g24,g81
n40,g58,g55
n41,g68,g47
n42,g10,g98
n43,g6,g26
n44,g8,g63
n45,g93,g77
n46,g29,g65
n47,g48,g20
n48,g81,g80
n49,g45,g5
n50,g40,g48
n51,g86,g73
n52,g8,g85
n53,g47,g62
n54,g21,g22
n55,g41,g93
n56,g7,g31
n57,g98,g83
n58,g0,g64
n59,g24,g52
n60,g79,g61
n61,g8,g98
n62,g96,g92
n63,g7,g36
n64,g49,g19
n65,g83,g29
n66,g39,g1
n67,g12,g18
n68,g13,g36
n69,g30,g51
