n70,g83,g72
n65,g79,g61
n6,g15,g88
n35,g42,g35
n4,g31,g49
n32,g71,g9
n72,g85,g66
n74,g1,g7
n26,g98,g30
n21,g52,g83
n60,g13,g25
n20,g73,g20
n73,g66,g42
n51,g39,g9
n69,g29,g99
n71,g49,g67
n28,g27,g16
n77,g82,g0
n14,g85,g94
n45,g79,g80
n39,g39,g8
n5,g86,g59
n23,g76,g83
n24,g38,g99
n54,g51,g44
n16,g28,g56
n17,g59,g0
n18,g69,g83
n63,g43,g82
n9,g54,g93
n25,g74,g87
n30,g17,g12
n31,g63,g67
n10,g42,g22
n43,g52,g26
n68,g50,g80
n34,g38,g32
n8,g34,g84
n53,g10,g93
n55,g14,g6
n38,g47,g37
n33,g91,g28
n62,g84,g32
n11,g77,g36
n27,g56,g87
n50,g98,g12
n44,g57,g69
n12,g77,g31
n67,g72,g80
n75,g0,g4
n0,g64,g55
n22,g80,g94
n58,g81,g0
n36,g89,g45
n42,g54,g38
n61,g98,g70
n78,g37,g13
n3,g54,g8
n29,g4,g78
n47,g86,g27
n49,g79,g40
n52,g96,g20
n59,g59,g89
n57,g16,g50
n66,g6,g70
n37,g92,g34
n13,g61,g18
n40,g20,g22
n19,g98,g92
n46,g68,g33
n7,g24,g55
n15,g57,g88
n48,g55,g36
n41,g62,g97
n76,g63,g46
n64,g74,g55
n56,g97,g2
n2,g38,g86
n1,g20,g4
