n0,g82,g37
n1,g25,g14
n2,g98,g51
n3,g75,g21
n4,g31,g58
n5,g3,g87
n6,g58,g14
n7,g7,g67
n8,g67,g56
n9,g53,g18
n10,g31,g57
n11,g55,g1
n12,g17,g22
n13,g63,g6
n14,g21,g78
n15,g3,g57
n16,g29,g60
n17,g57,g40
n18,g35,g55
n19,g20,g82
n20,g26,g40
n21,g21,g40
n22,g17,g3
n23,g26,g27
n24,g96,g49
n25,g22,g62
n26,g6,g64
n27,g36,g59
n28,g47,g35
n29,g77,g72
n30,g49,g29
n31,g29,g25
n32,g60,g53
n33,g49,g70
n34,g48,g41
n35,g13,g24
n36,g12,g6
n37,g14,g40
n38,g75,g51
n39,g75,g63
n40,g93,g53
n41,g64,g53
n42,g25,g66
n43,g24,g19
n44,g68,g45
n45,g78,g68
n46,g9,g50
n47,g41,g64
n48,g62,g21
n49,g88,g28
n50,g86,g16
n51,g97,g17
n52,g50,g51
n53,g22,g42
n54,g42,g13
n55,g7,g89
n56,g93,g21
n57,g0,g34
n58,g99,g73
n59,g41,g22
n60,g6,g78
