n0,g43,g6
n1,g70,g96
n2,g88,g19
n3,g42,g47
n4,g1,g5
n5,g3,g38
n6,g88,g73
n7,g98,g74
n8,g47,g80
n9,g59,g7
n10,g65,g87
n11,g72,g32
n12,g87,g19
n13,g13,g73
n14,g38,g35
n15,g93,g57
n16,g22,g93
n17,g25,g36
n18,g56,g29
n19,g10,g54
n20,g93,g68
n21,g1,g20
n22,g85,g5
n23,g67,g44
n24,g70,g87
n25,g40,g37
n26,g1,g58
n27,g41,g50
n28,g16,g28
n29,g30,g53
n30,g9,g15
n31,g86,g45
n32,g33,g78
n33,g9,g74
n34,g0,g54
n35,g14,g33
n36,g50,g39
n37,g35,g42
n38,g34,g33
n39,g7,g65
n40,g74,g60
n41,g59,g94
n42,g62,g14
n43,g64,g66
n44,g63,g12
n45,g52,g24
n46,g83,g97
n47,g0,g62
n48,g14,g86
n49,g21,g51
n50,g36,g60
n51,g46,g61
n52,g41,g39
n53,g37,g72
n54,g49,g11
n55,g75,g94
n56,g39,g18
n57,g62,g31
n58,g82,g8
n59,g83,g72
n60,g30,g92
