n70,g88,g64
n65,g41,g59
n6,g14,g45
n35,g26,g84
n4,g66,g51
n32,g56,g4
n72,g50,g61
n26,g95,g79
n21,g56,g60
n60,g62,g94
n20,g74,g57
n73,g42,g46
n51,g12,g3
n69,g86,g9
n71,g45,g27
n28,g16,g93
n14,g84,g3
n45,g93,g17
n39,g7,g21
n5,g58,g81
n23,g38,g57
n24,g87,g19
n54,g81,g73
n16,g40,g15
n17,g62,g96
n18,g79,g53
n63,g3,g98
n9,g62,g4
n25,g58,g70
n30,g32,g55
n31,g93,g44
n10,g53,g57
n43,g67,g75
n68,g66,g40
n34,g18,g84
n8,g81,g62
n53,g21,g94
n55,g30,g69
n38,g79,g0
n33,g0,g81
n62,g15,g19
n11,g42,g60
n27,g22,g61
n50,g41,g94
n44,g47,g9
n12,g58,g84
n67,g91,g6
n0,g12,g69
n22,g19,g69
n58,g35,g32
n36,g91,g96
n42,g14,g3
n61,g83,g45
n3,g98,g55
n29,g98,g8
n47,g50,g44
n49,g73,g14
n52,g9,g60
n59,g31,g59
n57,g76,g43
n66,g28,g93
n37,g12,g70
n13,g67,g93
n40,g53,g98
n19,g95,g73
n46,g51,g46
n7,g4,g35
n15,g70,g99
n48,g89,g24
n41,g28,g56
n64,g71,g49
n56,g47,g40
n2,g44,g33
n1,g72,g9
