n0,g43,g45
n1,g58,g19
n2,g73,g78
n3,g22,g48
n4,g79,g28
n5,g11,g9
n6,g15,g97
n7,g63,g82
n8,g19,g3
n9,g68,g10
n10,g76,g72
n11,g26,g33
n12,g74,g21
n13,g70,g30
n14,g51,g91
n15,g84,g7
n16,g78,g98
n17,g16,g17
n18,g31,g25
n19,g1,g5
n20,g80,g94
n21,g5,g84
n22,g89,g85
n23,g97,g42
n24,g39,g42
n25,g89,g75
n26,g71,g0
n27,g17,g49
n28,g27,g63
n29,g39,g41
n30,g42,g55
n31,g80,g23
n32,g30,g26
n33,g0,g24
n34,g80,g56
n35,g80,g86
n36,g87,g46
n37,g63,g98
n38,g30,g93
n39,g89,g58
n40,g60,g7
n41,g64,g31
n42,g44,g55
n43,g8,g25
n44,g51,g76
n45,g98,g5
