n0,g94,g42
n1,g92,g36
n2,g85,g14
n3,g45,g84
n4,g26,g13
n5,g44,g38
n6,g81,g46
n7,g71,g87
n8,g14,g56
n9,g18,g78
n10,g33,g29
n11,g96,g91
n12,g48,g54
n13,g43,g71
n14,g43,g59
n15,g4,g30
n16,g15,g54
n17,g67,g32
n18,g61,g11
n19,g39,g55
n20,g18,g46
n21,g63,g87
n22,g15,g55
n23,g69,g3
n24,g2,g70
n25,g22,g89
n26,g1,g2
n27,g15,g86
n28,g29,g35
n29,g29,g13
n30,g56,g5
n31,g96,g33
n32,g9,g71
n33,g79,g4
n34,g46,g14
n35,g21,g90
n36,g28,g88
n37,g98,g17
n38,g8,g41
n39,g51,g90
n40,g51,g57
n41,g69,g71
n42,g95,g90
n43,g74,g76
n44,g29,g36
n45,g84,g55
n46,g35,g92
n47,g49,g48
n48,g56,g4
n49,g53,g76
n50,g73,g21
n51,g47,g90
n52,g69,g80
n53,g45,g62
n54,g60,g19
n55,g42,g40
n56,g79,g17
n57,g69,g83
n58,g89,g43
n59,g38,g31
n60,g24,g7
n61,g42,g84
n62,g7,g20
n63,g12,g38
n64,g74,g63
n65,g30,g81
n66,g17,g11
