n0,g59,g65
n1,g65,g90
n2,g54,g88
n3,g28,g48
n4,g94,g36
n5,g3,g80
n6,g75,g24
n7,g33,g4
n8,g7,g92
n9,g33,g9
n10,g62,g34
n11,g66,g0
n12,g12,g15
n13,g67,g18
n14,g68,g50
n15,g95,g76
n16,g65,g20
n17,g47,g60
n18,g87,g37
n19,g68,g60
n20,g19,g96
n21,g92,g61
n22,g81,g94
n23,g64,g52
n24,g35,g79
n25,g55,g56
n26,g74,g83
n27,g85,g12
n28,g34,g94
n29,g11,g72
n30,g42,g97
n31,g70,g0
n32,g64,g85
n33,g33,g63
n34,g12,g76
n35,g91,g15
n36,g30,g51
n37,g1,g33
n38,g5,g64
n39,g67,g72
n40,g84,g37
n41,g54,g51
n42,g18,g21
n43,g71,g84
n44,g68,g55
n45,g18,g77
n46,g49,g14
n47,g89,g78
n48,g93,g26
n49,g55,g97
n50,g90,g70
n51,g86,g87
n52,g79,g38
n53,g38,g12
n54,g29,g88
n55,g36,g99
n56,g68,g25
n57,g93,g19
n58,g22,g78
n59,g79,g31
n60,g94,g39
n61,g68,g96
n62,g23,g53
n63,g57,g63
n64,g90,g78
n65,g71,g61
n66,g26,g37
