n0,g1,g18
n1,g66,g75
n2,g90,g26
n3,g40,g81
n4,g17,g55
n5,g68,g92
n6,g8,g9
n7,g0,g65
n8,g3,g71
n9,g32,g52
n10,g2,g72
n11,g55,g14
n12,g33,g60
n13,g10,g90
n14,g80,g63
n15,g12,g95
n16,g78,g0
n17,g10,g30
n18,g65,g80
n19,g37,g71
n20,g61,g64
n21,g48,g20
n22,g41,g98
n23,g77,g61
n24,g45,g93
n25,g89,g97
n26,g69,g89
n27,g29,g65
n28,g45,g90
n29,g38,g42
n30,g24,g39
n31,g44,g5
n32,g33,g96
n33,g52,g75
n34,g55,g86
n35,g40,g94
n36,g72,g28
n37,g55,g37
n38,g47,g0
n39,g95,g78
n40,g30,g46
n41,g9,g62
n42,g5,g34
n43,g65,g47
n44,g96,g68
n45,g82,g83
n46,g16,g3
n47,g87,g46
n48,g79,g28
n49,g54,g81
