n0,g61,g11
n1,g52,g64
n2,g48,g39
n3,g13,g92
n4,g51,g70
n5,g1,g78
n6,g85,g16
n7,g19,g72
n8,g25,g53
n9,g5,g79
n10,g77,g79
n11,g33,g14
n12,g59,g55
n13,g79,g60
n14,g74,g87
n15,g51,g3
n16,g88,g36
n17,g77,g7
n18,g88,g62
n19,g1,g0
n20,g10,g97
n21,g26,g3
n22,g12,g54
n23,g82,g56
n24,g56,g96
n25,g40,g47
n26,g95,g73
n27,g58,g15
n28,g81,g79
n29,g14,g83
n30,g82,g42
n31,g2,g75
n32,g96,g74
n33,g26,g48
n34,g32,g50
n35,g8,g19
n36,g50,g67
n37,g18,g96
n38,g44,g84
n39,g46,g10
n40,g54,g23
n41,g15,g59
n42,g39,g97
n43,g7,g21
n44,g12,g38
n45,g43,g15
n46,g47,g25
n47,g71,g2
n48,g97,g12
n49,g46,g26
n50,g17,g56
n51,g39,g85
n52,g65,g36
n53,g0,g64
n54,g58,g94
n55,g67,g87
n56,g48,g36
n57,g10,g67
n58,g91,g47
n59,g19,g34
n60,g0,g83
n61,g24,g29
n62,g87,g31
n63,g33,g57
n64,g60,g3
n65,g23,g90
n66,g68,g75
n67,g22,g51
n68,g22,g42
n69,g48,g95
