n0,g6,g33
n1,g47,g44
n2,g25,g59
n3,g52,g10
n4,g60,g71
n5,g85,g4
n6,g60,g63
n7,g79,g24
n8,g53,g43
n9,g22,g44
n10,g59,g75
n11,g82,g4
n12,g14,g21
n13,g42,g36
n14,g25,g53
n15,g55,g49
n16,g85,g82
n17,g47,g14
n18,g55,g45
n19,g94,g56
n20,g2,g26
n21,g28,g75
n22,g2,g22
n23,g67,g27
n24,g76,g74
n25,g8,g61
n26,g91,g38
n27,g61,g43
n28,g64,g2
n29,g18,g63
n30,g37,g21
n31,g54,g21
n32,g35,g65
n33,g79,g47
n34,g70,g8
n35,g96,g98
n36,g3,g99
n37,g78,g77
n38,g37,g70
n39,g15,g87
n40,g92,g86
n41,g75,g53
n42,g59,g39
n43,g50,g48
n44,g23,g81
n45,g86,g41
n46,g46,g97
n47,g58,g30
n48,g70,g24
n49,g78,g1
n50,g87,g0
n51,g85,g28
n52,g5,g23
n53,g77,g90
n54,g29,g75
n55,g96,g79
n56,g43,g68
n57,g81,g11
n58,g51,g15
n59,g54,g16
n60,g73,g83
n61,g63,g3
n62,g96,g31
n63,g21,g73
n64,g10,g63
n65,g67,g42
n66,g48,g36
n67,g20,g45
n68,g3,g64
n69,g0,g4
