n70,g78,g6
n6,g99,g95
n4,g67,g62
n22,g14,g19
n21,g24,g37
n60,g89,g37
n79,g17,g16
n74,g93,g39
n69,g87,g39
n28,g46,g12
n14,g9,g94
n45,g43,g57
n5,g59,g29
n23,g1,g33
n24,g26,g29
n17,g10,g78
n54,g51,g16
n77,g57,g38
n63,g85,g49
n9,g63,g25
n25,g69,g39
n10,g93,g54
n68,g91,g44
n34,g55,g26
n72,g94,g19
n73,g6,g77
n55,g28,g16
n44,g82,g10
n16,g57,g99
n80,g8,g91
n81,g37,g90
n75,g3,g57
n66,g87,g79
n47,g36,g33
n52,g29,g9
n59,g90,g9
n57,g56,g30
n71,g56,g72
n37,g57,g92
n31,g47,g75
n19,g81,g44
n46,g13,g19
n65,g2,g61
n85,g4,g36
n1,g8,g24
n84,g48,g41
n32,g94,g4
n26,g59,g0
n20,g75,g73
n53,g74,g47
n56,g47,g37
n76,g15,g51
n38,g52,g98
n13,g11,g71
n67,g32,g84
n41,g84,g24
n18,g69,g95
n11,g47,g45
n30,g51,g87
n35,g82,g93
n8,g36,g96
n83,g66,g44
n39,g87,g60
n33,g68,g95
n27,g54,g83
n50,g72,g85
n12,g76,g49
n82,g55,g45
n0,g68,g11
n43,g67,g21
n58,g80,g27
n36,g74,g50
n42,g2,g11
n61,g88,g9
n78,g63,g0
n3,g89,g16
n29,g55,g0
n49,g97,g69
n86,g73,g81
n62,g10,g59
n40,g95,g60
n51,g18,g48
n7,g75,g72
n15,g39,g84
n48,g34,g83
n64,g1,g13
n2,g15,g95
